macro_f1,micro_f1,support,O-precision,O-recall,O-f1-score,O-support,loss,dataset
0.9923876134002332,0.9923876134002332,49344,0.9927196771511427,0.9920557717250325,0.9923876134002332,49344,0.4533617900263879,train
0.9062199422891952,0.9062199422891952,6242,0.9068014116137312,0.905639218199295,0.9062199422891952,6242,6.586900115013123,dev
0.8996655518394648,0.8996655518394648,6293,0.9016759776536313,0.8976640711902113,0.8996655518394648,6293,7.828590154647827,test
