macro_f1,micro_f1,support,O-precision,O-recall,O-f1-score,O-support,loss,dataset
0.9061710538047731,0.9061710538047731,50279,0.9027635215159889,0.9096044074066708,0.9061710538047731,50279,4.682299383224979,train
0.8531631779628044,0.8531631779628044,6373,0.8462488422352578,0.8601914326063078,0.8531631779628044,6373,7.948217511177063,dev
0.845138241689966,0.845138241689966,6401,0.8403088803088803,0.8500234338384628,0.845138241689966,6401,8.32294487953186,test
