macro_f1,micro_f1,support,O-precision,O-recall,O-f1-score,O-support,loss,dataset
0.8919536606509575,0.8919536606509574,50347,0.884823609889573,0.8991995550876914,0.8919536606509575,50347,5.744667083986344,train
0.7633232487782173,0.7633232487782173,6390,0.7568066451315182,0.7699530516431925,0.7633232487782173,6390,12.646824836730957,dev
0.7512082853855006,0.7512082853855006,6413,0.7393536695862277,0.7634492437236863,0.7512082853855006,6413,13.307294607162476,test
